"value","num_ads","total_spend_pct","type","location_type","num_obfuscated","is_exclusion","custom_audience_type","detailed_type","ds","main_currency","total_num_ads","total_spend_formatted","is_30_day_available","is_90_day_available","internal_id"
"Able Bodied Seaman (AB Seaman)",1,0.0024942283555852,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"History Teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Public health",2,0.010974604764575,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"London Business School",2,0.0031891203754512,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Adoption Counselor",1,0.0026094617056132,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Fatherhood",2,0.0074826850667555,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Protective Services",3,0.015963061475745,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Kindergarten Teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Middle School Science Teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Retirement community",4,0.0081097340753496,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Parents with preschoolers (03-05 years) ",5,0.0083067781154409,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Ordinary seaman",1,0.0024942283555852,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Efficient energy use",2,0.00496151904493,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Ionian Islands",3,0.015963061475745,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Civil Union",1,0.012471141777926,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"SunPower",2,0.00496151904493,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Business school",2,0.0031891203754512,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Computer Teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Master mariner",1,0.0024942283555852,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Natural environment",2,0.00496151904493,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Seaman",1,0.0024942283555852,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"marine",1,0.0024942283555852,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Ship-owner",1,0.0024942283555852,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Electricity generation",2,0.00496151904493,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Ship transport",1,0.0024942283555852,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Adoption",1,0.0026094617056132,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Deck Officer",1,0.0024942283555852,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"elementary teacher",2,0.0030180163102581,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Sales",2,0.0031891203754512,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"English Language Arts Teacher (ELA Teacher)",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Third Mate",1,0.0024942283555852,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Quality of life",2,0.0074347958823283,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"English Teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Motherhood",4,0.0011438531238714,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Financial services",1,0.0099769134223407,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Second Mate",1,0.0024942283555852,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Shift work",1,0.002859882232514,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Health care",2,0.013284759067518,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Google",3,0.019953826844681,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Separated",1,0.012471141777926,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Teaching English",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Renewable energy",2,0.00496151904493,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Homeland security",2,0.015699172115724,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"In a relationship",1,0.012471141777926,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"ESL Teacher (English as a Second Language Teacher)",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
