area,areaid,dailydose1,dailydose2,dailydose3,daydiff,daytotal,totaldistinctpersons,totaldose1,totaldose2,totaldose3,totalvaccinations,date
ΠΕΙΡΑΙΩΣ,908,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΠΕΛΛΑΣ,204,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΠΙΕΡΙΑΣ,205,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΠΡΕΒΕΖΑΣ,404,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΡΕΘΥΜΝΟΥ,1303,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΡΟΔΟΠΗΣ,106,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΡΟΔΟΥ,1211,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΣΑΜΟΥ,1104,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΣΕΡΡΩΝ,206,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΣΥΡΟΥ,1212,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΤΗΝΟΥ,1213,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΤΡΙΚΑΛΩΝ,505,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΦΘΙΩΤΙΔΑΣ,804,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΦΛΩΡΙΝΑΣ,304,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΦΩΚΙΔΑΣ,805,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΧΑΛΚΙΔΙΚΗΣ,207,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΧΑΝΙΩΝ,1304,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΧΙΟΥ,1105,0,0,0,0,0,0,0,0,0,0,2020-12-31
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,45,0,0,0,45,276,276,0,0,276,2021-01-01
ΑΝΔΡΟΥ,1201,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΑΡΓΟΛΙΔΑΣ,1001,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΑΡΚΑΔΙΑΣ,1002,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΑΡΤΑΣ,401,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΑΧΑΪΑΣ,702,0,0,0,-100,0,311,311,0,0,311,2021-01-01
ΒΟΙΩΤΙΑΣ,801,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΓΡΕΒΕΝΩΝ,301,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΔΡΑΜΑΣ,101,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,0,0,0,-35,0,234,234,0,0,234,2021-01-01
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,30,0,0,10,30,250,250,0,0,250,2021-01-01
ΕΒΡΟΥ,102,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΕΥΒΟΙΑΣ,802,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΕΥΡΥΤΑΝΙΑΣ,803,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΖΑΚΥΝΘΟΥ,601,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΗΛΕΙΑΣ,703,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΗΜΑΘΙΑΣ,201,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΗΡΑΚΛΕΙΟΥ,1301,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΘΑΣΟΥ,103,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΘΕΣΠΡΩΤΙΑΣ,402,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,40,0,0,-40,40,257,257,0,0,257,2021-01-01
ΘΗΡΑΣ,1202,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΙΘΑΚΗΣ,602,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΙΚΑΡΙΑΣ,1101,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΙΩΑΝΝΙΝΩΝ,403,0,0,0,-101,0,278,278,0,0,278,2021-01-01
ΚΑΒΑΛΑΣ,104,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΚΑΛΥΜΝΟΥ,1203,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΚΑΡΔΙΤΣΑΣ,501,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΚΑΣΤΟΡΙΑΣ,302,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,89,0,0,-31,89,571,571,0,0,571,2021-01-01
ΚΕΡΚΥΡΑΣ,603,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΚΙΛΚΙΣ,203,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΚΟΖΑΝΗΣ,303,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΚΟΡΙΝΘΙΑΣ,1003,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΚΩ,1206,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΛΑΚΩΝΙΑΣ,1004,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΛΑΡΙΣΑΣ,502,60,0,0,-56,60,426,426,0,0,426,2021-01-01
ΛΑΣΙΘΙΟΥ,1302,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΛΕΣΒΟΥ,1102,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΛΕΥΚΑΔΑΣ,605,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΛΗΜΝΟΥ,1103,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΜΑΓΝΗΣΙΑΣ,503,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΜΕΣΣΗΝΙΑΣ,1005,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΜΗΛΟΥ,1207,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΜΥΚΟΝΟΥ,1208,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΝΑΞΟΥ,1209,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΝΗΣΩΝ,906,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΞΑΝΘΗΣ,105,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΠΑΡΟΥ,1210,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΠΕΙΡΑΙΩΣ,908,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΠΕΛΛΑΣ,204,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΠΙΕΡΙΑΣ,205,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΠΡΕΒΕΖΑΣ,404,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΡΕΘΥΜΝΟΥ,1303,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΡΟΔΟΠΗΣ,106,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΡΟΔΟΥ,1211,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΣΑΜΟΥ,1104,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΣΕΡΡΩΝ,206,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΣΥΡΟΥ,1212,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΤΗΝΟΥ,1213,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΤΡΙΚΑΛΩΝ,505,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΦΘΙΩΤΙΔΑΣ,804,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΦΛΩΡΙΝΑΣ,304,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΦΩΚΙΔΑΣ,805,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΧΑΛΚΙΔΙΚΗΣ,207,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΧΑΝΙΩΝ,1304,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΧΙΟΥ,1105,0,0,0,0,0,0,0,0,0,0,2021-01-01
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,50,0,0,5,50,326,326,0,0,326,2021-01-02
ΑΝΔΡΟΥ,1201,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΑΡΓΟΛΙΔΑΣ,1001,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΑΡΚΑΔΙΑΣ,1002,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΑΡΤΑΣ,401,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΑΧΑΪΑΣ,702,105,0,0,105,105,416,416,0,0,416,2021-01-02
ΒΟΙΩΤΙΑΣ,801,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΓΡΕΒΕΝΩΝ,301,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΔΡΑΜΑΣ,101,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,0,0,0,0,0,234,234,0,0,234,2021-01-02
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,65,0,0,35,65,315,315,0,0,315,2021-01-02
ΕΒΡΟΥ,102,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΕΥΒΟΙΑΣ,802,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΕΥΡΥΤΑΝΙΑΣ,803,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΖΑΚΥΝΘΟΥ,601,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΗΛΕΙΑΣ,703,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΗΜΑΘΙΑΣ,201,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΗΡΑΚΛΕΙΟΥ,1301,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΘΑΣΟΥ,103,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΘΕΣΠΡΩΤΙΑΣ,402,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,81,0,0,41,81,338,338,0,0,338,2021-01-02
ΘΗΡΑΣ,1202,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΙΘΑΚΗΣ,602,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΙΚΑΡΙΑΣ,1101,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΙΩΑΝΝΙΝΩΝ,403,70,0,0,70,70,348,348,0,0,348,2021-01-02
ΚΑΒΑΛΑΣ,104,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΚΑΛΥΜΝΟΥ,1203,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΚΑΡΔΙΤΣΑΣ,501,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΚΑΣΤΟΡΙΑΣ,302,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,130,0,0,41,130,701,701,0,0,701,2021-01-02
ΚΕΡΚΥΡΑΣ,603,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΚΙΛΚΙΣ,203,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΚΟΖΑΝΗΣ,303,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΚΟΡΙΝΘΙΑΣ,1003,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΚΩ,1206,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΛΑΚΩΝΙΑΣ,1004,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΛΑΡΙΣΑΣ,502,45,0,0,-15,45,471,471,0,0,471,2021-01-02
ΛΑΣΙΘΙΟΥ,1302,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΛΕΣΒΟΥ,1102,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΛΕΥΚΑΔΑΣ,605,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΛΗΜΝΟΥ,1103,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΜΑΓΝΗΣΙΑΣ,503,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΜΕΣΣΗΝΙΑΣ,1005,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΜΗΛΟΥ,1207,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΜΥΚΟΝΟΥ,1208,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΝΑΞΟΥ,1209,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΝΗΣΩΝ,906,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΞΑΝΘΗΣ,105,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΠΑΡΟΥ,1210,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΠΕΙΡΑΙΩΣ,908,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΠΕΛΛΑΣ,204,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΠΙΕΡΙΑΣ,205,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΠΡΕΒΕΖΑΣ,404,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΡΕΘΥΜΝΟΥ,1303,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΡΟΔΟΠΗΣ,106,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΡΟΔΟΥ,1211,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΣΑΜΟΥ,1104,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΣΕΡΡΩΝ,206,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΣΥΡΟΥ,1212,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΤΗΝΟΥ,1213,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΤΡΙΚΑΛΩΝ,505,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΦΘΙΩΤΙΔΑΣ,804,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΦΛΩΡΙΝΑΣ,304,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΦΩΚΙΔΑΣ,805,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΧΑΛΚΙΔΙΚΗΣ,207,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΧΑΝΙΩΝ,1304,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΧΙΟΥ,1105,0,0,0,0,0,0,0,0,0,0,2021-01-02
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,55,0,0,5,55,381,381,0,0,381,2021-01-03
ΑΝΔΡΟΥ,1201,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΑΡΓΟΛΙΔΑΣ,1001,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΑΡΚΑΔΙΑΣ,1002,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΑΡΤΑΣ,401,20,0,0,20,20,20,20,0,0,20,2021-01-03
ΑΧΑΪΑΣ,702,150,0,0,45,150,566,566,0,0,566,2021-01-03
ΒΟΙΩΤΙΑΣ,801,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,18,0,0,18,18,18,18,0,0,18,2021-01-03
ΓΡΕΒΕΝΩΝ,301,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΔΡΑΜΑΣ,101,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,0,0,0,0,0,234,234,0,0,234,2021-01-03
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,70,0,0,5,70,385,385,0,0,385,2021-01-03
ΕΒΡΟΥ,102,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΕΥΒΟΙΑΣ,802,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΕΥΡΥΤΑΝΙΑΣ,803,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΖΑΚΥΝΘΟΥ,601,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΗΛΕΙΑΣ,703,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΗΜΑΘΙΑΣ,201,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΗΡΑΚΛΕΙΟΥ,1301,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΘΑΣΟΥ,103,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΘΕΣΠΡΩΤΙΑΣ,402,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,123,0,0,42,123,461,461,0,0,461,2021-01-03
ΘΗΡΑΣ,1202,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΙΘΑΚΗΣ,602,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΙΚΑΡΙΑΣ,1101,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΙΩΑΝΝΙΝΩΝ,403,80,0,0,10,80,428,428,0,0,428,2021-01-03
ΚΑΒΑΛΑΣ,104,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΚΑΛΥΜΝΟΥ,1203,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΚΑΡΔΙΤΣΑΣ,501,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΚΑΣΤΟΡΙΑΣ,302,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,166,0,0,36,166,867,867,0,0,867,2021-01-03
ΚΕΡΚΥΡΑΣ,603,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΚΙΛΚΙΣ,203,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΚΟΖΑΝΗΣ,303,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΚΟΡΙΝΘΙΑΣ,1003,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΚΩ,1206,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΛΑΚΩΝΙΑΣ,1004,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΛΑΡΙΣΑΣ,502,35,0,0,-10,35,506,506,0,0,506,2021-01-03
ΛΑΣΙΘΙΟΥ,1302,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΛΕΣΒΟΥ,1102,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΛΕΥΚΑΔΑΣ,605,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΛΗΜΝΟΥ,1103,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΜΑΓΝΗΣΙΑΣ,503,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΜΕΣΣΗΝΙΑΣ,1005,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΜΗΛΟΥ,1207,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΜΥΚΟΝΟΥ,1208,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΝΑΞΟΥ,1209,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΝΗΣΩΝ,906,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΞΑΝΘΗΣ,105,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΠΑΡΟΥ,1210,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΠΕΙΡΑΙΩΣ,908,3,0,0,3,3,3,3,0,0,3,2021-01-03
ΠΕΛΛΑΣ,204,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΠΙΕΡΙΑΣ,205,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΠΡΕΒΕΖΑΣ,404,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΡΕΘΥΜΝΟΥ,1303,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΡΟΔΟΠΗΣ,106,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΡΟΔΟΥ,1211,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΣΑΜΟΥ,1104,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΣΕΡΡΩΝ,206,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΣΥΡΟΥ,1212,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΤΗΝΟΥ,1213,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΤΡΙΚΑΛΩΝ,505,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΦΘΙΩΤΙΔΑΣ,804,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΦΛΩΡΙΝΑΣ,304,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΦΩΚΙΔΑΣ,805,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΧΑΛΚΙΔΙΚΗΣ,207,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΧΑΝΙΩΝ,1304,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΧΙΟΥ,1105,0,0,0,0,0,0,0,0,0,0,2021-01-03
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,50,0,0,50,50,50,50,0,0,50,2021-01-04
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,85,0,0,30,85,466,466,0,0,466,2021-01-04
ΑΝΔΡΟΥ,1201,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΑΡΓΟΛΙΔΑΣ,1001,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΑΡΚΑΔΙΑΣ,1002,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΑΡΤΑΣ,401,60,0,0,40,60,80,80,0,0,80,2021-01-04
ΑΧΑΪΑΣ,702,270,0,0,120,270,836,836,0,0,836,2021-01-04
ΒΟΙΩΤΙΑΣ,801,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,664,0,0,646,664,682,682,0,0,682,2021-01-04
ΓΡΕΒΕΝΩΝ,301,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΔΡΑΜΑΣ,101,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,65,0,0,65,65,299,299,0,0,299,2021-01-04
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,150,0,0,80,150,535,535,0,0,535,2021-01-04
ΕΒΡΟΥ,102,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΕΥΒΟΙΑΣ,802,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΕΥΡΥΤΑΝΙΑΣ,803,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΖΑΚΥΝΘΟΥ,601,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΗΛΕΙΑΣ,703,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΗΜΑΘΙΑΣ,201,79,0,0,79,79,79,79,0,0,79,2021-01-04
ΗΡΑΚΛΕΙΟΥ,1301,131,0,0,131,131,131,131,0,0,131,2021-01-04
ΘΑΣΟΥ,103,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΘΕΣΠΡΩΤΙΑΣ,402,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1181,0,0,1058,1181,1642,1642,0,0,1642,2021-01-04
ΘΗΡΑΣ,1202,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΙΘΑΚΗΣ,602,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΙΚΑΡΙΑΣ,1101,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΙΩΑΝΝΙΝΩΝ,403,259,0,0,179,259,687,687,0,0,687,2021-01-04
ΚΑΒΑΛΑΣ,104,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΚΑΛΥΜΝΟΥ,1203,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΚΑΡΔΙΤΣΑΣ,501,100,0,0,100,100,100,100,0,0,100,2021-01-04
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΚΑΣΤΟΡΙΑΣ,302,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,2254,0,0,2088,2254,3121,3121,0,0,3121,2021-01-04
ΚΕΡΚΥΡΑΣ,603,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΚΙΛΚΙΣ,203,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΚΟΖΑΝΗΣ,303,124,0,0,124,124,124,124,0,0,124,2021-01-04
ΚΟΡΙΝΘΙΑΣ,1003,50,0,0,50,50,50,50,0,0,50,2021-01-04
ΚΩ,1206,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΛΑΚΩΝΙΑΣ,1004,0,0,0,0,0,0,0,0,0,0,2021-01-04
ΛΑΡΙΣΑΣ,502,230,0,0,195,230,736,736,0,0,736,2021-01-04
ΛΑΣΙΘΙΟΥ,1302,0,0,0,0,0,0,0,0,0,0,2021-01-04
