new_cases_0_17,new_cases_18_39,new_cases_40_64,new_cases_65,new_deaths_0_17,new_deaths_18_39,new_deaths_40_64,new_deaths_65,date,icu_0_17,icu_18_39,icu_40_64,icu_65,DisplayDate,new_cases_0_64,new_cases_0_64_7day,new_cases_65_7day,max_new_cases_0_64,max_new_cases_65,new_cases_%_of_max_0_64,new_cases_%_of_max_65,icu_0_64,icu_0_64_7day,icu_65_7day,max_icu_0_64,max_icu_65,icu_%_of_max_0_64,icu_%_of_max_65,new_deaths_0_64,new_deaths_0_64_7day,new_deaths_65_7day,max_new_deaths_0_64,max_new_deaths_65,new_deaths_%_of_max_0_64,new_deaths_%_of_max_65,new_cases_65_7day_share,new_cases_0_64_7day_share
689.0,914.0,1013.0,341.0,0.0,0.0,7.0,24.0,2021-10-28,0,16,163,212,28/10/21,2616.0,2978.8571428571427,389.85714285714283,6029.285714285715,786.0,0.49406468427911376,0.4960014540167212,179,170.0,198.28571428571428,315.7142857142857,521.7142857142857,0.5384615384615384,0.380065717415115,7.0,6.714285714285714,33.57142857142857,16.857142857142858,68.28571428571429,0.3983050847457627,0.49163179916317984,0.11572876468343159,0.8842712353165685
977.0,1026.0,1202.0,406.0,0.0,1.0,7.0,47.0,2021-10-29,0,19,166,207,29/10/21,3205.0,2987.8571428571427,390.85714285714283,6029.285714285715,786.0,0.4955573984125103,0.49727371864776443,185,173.71428571428572,200.85714285714286,315.7142857142857,521.7142857142857,0.5502262443438914,0.3849945235487405,8.0,7.142857142857143,35.857142857142854,16.857142857142858,68.28571428571429,0.42372881355932207,0.5251046025104602,0.11568221216861867,0.8843177878313814
1078.0,1432.0,1637.0,523.0,0.0,0.0,3.0,35.0,2021-10-30,0,20,174,210,30/10/21,4147.0,3187.714285714286,407.42857142857144,6029.285714285715,786.0,0.5287051297239663,0.5183569611050527,194,178.0,203.85714285714286,315.7142857142857,521.7142857142857,0.5638009049773756,0.39074479737130347,3.0,6.714285714285714,35.57142857142857,16.857142857142858,68.28571428571429,0.3983050847457627,0.5209205020920501,0.1133275053643805,0.8866724946356195
625.0,872.0,922.0,303.0,0.0,0.0,7.0,37.0,2021-10-31,0,19,181,221,31/10/21,2419.0,3266.1428571428573,421.42857142857144,6029.285714285715,786.0,0.541713067172136,0.5361686659396583,200,182.42857142857142,207.42857142857142,315.7142857142857,521.7142857142857,0.5778280542986425,0.39759036144578314,7.0,7.285714285714286,37.0,16.857142857142858,68.28571428571429,0.43220338983050843,0.5418410041841004,0.11428350056173245,0.8857164994382675
1330.0,1633.0,1887.0,575.0,0.0,0.0,2.0,50.0,2021-11-01,0,20,191,219,01/11/21,4850.0,3463.0,436.7142857142857,6029.285714285715,786.0,0.5743632271057931,0.5556161395856053,211,189.0,211.71428571428572,315.7142857142857,521.7142857142857,0.5986425339366516,0.40580503833515885,2.0,6.285714285714286,37.714285714285715,16.857142857142858,68.28571428571429,0.3728813559322034,0.5523012552301255,0.11198622609714998,0.88801377390285
1643.0,2219.0,2219.0,775.0,0.0,2.0,10.0,48.0,2021-11-02,0,19,197,218,02/11/21,6081.0,3786.1428571428573,482.42857142857144,6029.285714285715,786.0,0.6279587726572681,0.613776808433297,216,194.85714285714286,213.57142857142858,315.7142857142857,521.7142857142857,0.6171945701357466,0.40936473165388837,12.0,7.285714285714286,41.714285714285715,16.857142857142858,68.28571428571429,0.43220338983050843,0.610878661087866,0.11301874163319947,0.8869812583668006
1330.0,2085.0,2046.0,680.0,0.0,1.0,4.0,54.0,2021-11-03,0,16,198,217,03/11/21,5461.0,4111.285714285715,514.7142857142857,6029.285714285715,786.0,0.681886032460609,0.6548527808069792,214,199.85714285714286,214.85714285714286,315.7142857142857,521.7142857142857,0.6330316742081448,0.41182913472070104,5.0,6.285714285714286,42.142857142857146,16.857142857142858,68.28571428571429,0.3728813559322034,0.6171548117154811,0.11126551788030387,0.8887344821196962
1389.0,2420.0,2234.0,741.0,0.0,1.0,7.0,34.0,2021-11-04,0,17,202,222,04/11/21,6043.0,4600.857142857143,571.8571428571429,6029.285714285715,786.0,0.7630849425423528,0.727553616866594,219,205.57142857142858,216.28571428571428,315.7142857142857,521.7142857142857,0.651131221719457,0.4145673603504929,8.0,6.428571428571429,43.57142857142857,16.857142857142858,68.28571428571429,0.3813559322033898,0.6380753138075312,0.11055262503797397,0.889447374962026
1559.0,2311.0,2201.0,819.0,0.0,0.0,16.0,33.0,2021-11-05,0,18,200,232,05/11/21,6071.0,5010.285714285715,630.8571428571429,6029.285714285715,786.0,0.8309915886743277,0.8026172300981461,218,210.28571428571428,219.85714285714286,315.7142857142857,521.7142857142857,0.6660633484162896,0.4214129244249727,16.0,7.571428571428571,41.57142857142857,16.857142857142858,68.28571428571429,0.4491525423728813,0.608786610878661,0.11183144246353321,0.8881685575364667
1295.0,2146.0,2210.0,705.0,0.0,1.0,5.0,37.0,2021-11-06,0,19,206,234,06/11/21,5651.0,5225.142857142857,656.8571428571429,6029.285714285715,786.0,0.8666271768747777,0.8356961105052708,225,214.71428571428572,223.28571428571428,315.7142857142857,521.7142857142857,0.6800904977375566,0.42798466593647316,6.0,8.0,41.857142857142854,16.857142857142858,68.28571428571429,0.4745762711864407,0.612970711297071,0.11167241463059213,0.8883275853694078
952.0,1408.0,1470.0,453.0,0.0,1.0,6.0,45.0,2021-11-07,0,18,209,243,07/11/21,3830.0,5426.714285714285,678.2857142857143,6029.285714285715,786.0,0.9000592346878331,0.8629589240276264,227,218.57142857142858,226.42857142857142,315.7142857142857,521.7142857142857,0.6923076923076923,0.43400876232201535,7.0,8.0,43.0,16.857142857142858,68.28571428571429,0.4745762711864407,0.6297071129707112,0.1111033111033111,0.8888966888966888
1698.0,2144.0,2679.0,814.0,0.0,0.0,11.0,55.0,2021-11-08,0,19,212,246,08/11/21,6521.0,5665.428571428572,712.4285714285714,6029.285714285715,786.0,0.9396517000355408,0.9063976735732461,231,221.42857142857142,230.28571428571428,315.7142857142857,521.7142857142857,0.7013574660633484,0.4414019715224535,11.0,9.285714285714286,43.714285714285715,16.857142857142858,68.28571428571429,0.5508474576271186,0.6401673640167364,0.11170343823496472,0.8882965617650352
2139.0,2716.0,2978.0,1137.0,0.0,0.0,9.0,44.0,2021-11-09,0,19,212,255,09/11/21,7833.0,5915.714285714285,764.1428571428571,6029.285714285715,786.0,0.9811633692690438,0.9721919302071973,231,223.57142857142858,235.57142857142858,315.7142857142857,521.7142857142857,0.7081447963800905,0.4515334063526835,9.0,8.857142857142858,43.142857142857146,16.857142857142858,68.28571428571429,0.5254237288135594,0.6317991631799164,0.11439508971534892,0.8856049102846512
1634.0,2250.0,2372.0,833.0,0.0,1.0,14.0,64.0,2021-11-10,0,19,213,257,10/11/21,6256.0,6029.285714285715,786.0,6029.285714285715,786.0,1.0,1.0,232,226.14285714285714,241.28571428571428,315.7142857142857,521.7142857142857,0.716289592760181,0.46248630887185105,15.0,10.285714285714286,44.57142857142857,16.857142857142858,68.28571428571429,0.6101694915254238,0.6527196652719665,0.11532898736034544,0.8846710126396545
